"112年07月21日 每5秒指數統計"
"時間","發行量加權股價指數","未含金融保險股指數","未含電子股指數","未含金融電子股指數","水泥類指數","食品類指數","塑膠類指數","紡織纖維類指數","電機機械類指數","電器電纜類指數","化學生技醫療類指數","化學類指數","生技醫療類指數","玻璃陶瓷類指數","造紙類指數","鋼鐵類指數","橡膠類指數","汽車類指數","電子類指數","半導體類指數","電腦及週邊設備類指數","光電類指數","通信網路類指數","電子零組件類指數","電子通路類指數","資訊服務類指數","其他電子類指數","建材營造類指數","航運類指數","觀光餐旅類指數","金融保險類指數","貿易百貨類指數","油電燃氣類指數","綠能環保類指數","數位雲端類指數","運動休閒類指數","居家生活類指數","其他類指數",
"12:58:35","17,028.45","14,753.21","18,341.73","15,110.59","162.21","2,096.21","228.10","599.01","322.65","107.02","130.03","154.10","74.83","50.06","374.52","143.35","243.66","418.53","832.68","375.27","250.98","37.22","138.03","195.22","186.36","178.53","105.80","373.00","144.97","142.58","1,663.70","288.53","106.28","93.20","91.50","98.87","95.16","378.74",
"12:58:40","17,030.63","14,754.96","18,342.26","15,109.89","162.21","2,096.21","228.10","599.02","322.65","107.02","130.02","154.10","74.81","50.06","374.40","143.35","243.66","418.58","832.83","375.27","250.98","37.21","138.04","195.20","186.22","178.77","106.12","373.00","144.96","142.58","1,664.03","288.53","106.28","93.20","91.50","98.80","95.16","378.74",
"12:58:45","17,021.99","14,746.31","18,343.03","15,110.10","162.15","2,096.21","228.22","599.02","322.71","107.10","130.02","154.10","74.81","50.06","374.22","143.35","243.66","418.58","832.14","374.77","250.89","37.22","138.06","195.21","186.22","178.77","106.11","372.95","144.87","142.58","1,664.20","288.53","106.28","93.20","91.50","98.80","95.16","378.76",
"12:58:50","17,022.69","14,747.42","18,343.15","15,111.74","162.15","2,096.17","228.31","599.02","322.72","107.10","130.01","154.10","74.81","50.06","374.22","143.36","243.66","418.63","832.20","374.79","250.93","37.21","138.06","195.22","186.22","178.77","106.11","372.99","144.94","142.57","1,663.83","288.50","106.28","93.20","91.50","98.80","95.16","378.76",
"12:58:55","17,030.57","14,754.91","18,343.57","15,111.46","162.15","2,096.17","228.22","598.90","322.80","107.11","130.02","154.11","74.81","50.06","374.22","143.34","243.66","418.58","832.80","375.26","250.86","37.23","138.05","195.19","186.36","178.77","106.11","372.96","144.99","142.58","1,664.02","288.50","106.28","93.20","91.50","98.80","95.16","378.79",
"12:59:00","17,031.47","14,755.91","18,344.02","15,112.46","162.15","2,097.62","228.33","598.90","322.81","107.11","130.00","154.07","74.81","50.06","374.22","143.36","243.66","418.58","832.85","375.26","251.02","37.23","138.04","195.19","186.22","178.77","106.11","372.96","144.93","142.58","1,663.91","288.50","106.28","93.20","91.50","98.80","95.16","378.79",
"12:59:05","17,027.57","14,752.68","18,340.91","15,110.81","162.15","2,097.62","228.11","598.90","322.80","107.02","130.00","154.07","74.81","50.06","374.22","143.31","243.62","418.53","832.63","375.25","250.95","37.23","138.05","195.16","186.29","178.77","105.79","372.95","144.99","142.58","1,663.41","288.50","106.28","93.20","91.50","98.85","95.16","378.79",
"12:59:10","17,019.70","14,744.61","18,341.26","15,109.94","162.27","2,096.17","228.19","598.90","322.77","107.01","130.00","154.08","74.81","50.06","374.34","143.34","243.59","418.53","832.01","374.77","250.94","37.23","138.06","195.19","186.29","178.77","105.80","372.92","144.96","142.57","1,663.72","288.50","106.28","93.12","91.50","98.73","95.16","378.79",
"12:59:15","17,028.39","14,753.32","18,342.70","15,112.37","162.15","2,096.11","228.50","598.90","322.69","107.09","130.00","154.08","74.81","50.06","374.52","143.34","243.59","418.53","832.65","375.27","250.93","37.23","138.07","195.16","186.29","178.77","105.80","372.90","144.94","142.57","1,663.55","288.11","106.40","93.12","91.50","98.73","95.16","378.85",
"12:59:20","17,027.00","14,751.67","18,342.86","15,111.53","162.21","2,096.11","228.41","598.90","322.90","107.01","130.01","154.10","74.81","50.06","374.52","143.34","243.63","418.53","832.54","375.27","250.88","37.23","137.80","195.15","186.29","178.77","105.81","372.95","144.94","142.57","1,663.80","288.11","106.28","93.11","91.50","98.73","95.16","378.84",
"12:59:25","17,026.76","14,751.51","18,342.72","15,111.64","162.21","2,096.11","228.41","599.16","322.82","107.09","130.01","154.10","74.81","50.06","374.52","143.34","243.63","418.53","832.52","375.24","250.88","37.24","137.81","195.20","186.14","178.81","105.82","372.95","144.93","142.57","1,663.74","288.11","106.28","93.11","91.50","98.73","95.16","378.84",
"12:59:30","17,022.79","14,747.24","18,342.48","15,109.95","162.15","2,096.11","228.32","598.89","322.82","107.09","129.99","154.09","74.78","50.06","374.52","143.32","243.63","418.48","832.22","374.75","251.05","37.24","138.07","195.18","186.15","178.83","106.13","372.91","144.96","142.56","1,664.07","288.12","106.28","93.11","91.50","98.73","95.16","378.80",
"12:59:35","17,022.33","14,746.83","18,343.11","15,110.84","162.15","2,096.11","228.32","598.89","322.89","107.00","130.01","154.09","74.80","50.06","374.52","143.46","243.63","418.49","832.17","374.76","250.93","37.23","138.04","195.19","186.30","178.79","106.12","372.91","144.93","142.53","1,664.04","288.12","106.28","93.11","91.50","98.74","95.16","378.80",
"12:59:40","17,032.13","14,756.33","18,345.63","15,113.54","162.21","2,096.17","228.40","598.89","322.97","107.09","130.02","154.13","74.80","50.06","374.52","143.46","243.63","418.56","832.86","375.27","251.01","37.23","138.04","195.18","186.30","178.77","106.11","372.91","144.94","142.53","1,664.12","288.12","106.28","93.11","91.50","98.74","95.16","379.10",
"12:59:45","17,023.34","14,747.47","18,344.21","15,110.94","162.15","2,096.17","228.21","598.89","322.97","107.01","130.02","154.13","74.80","50.06","374.34","143.58","243.48","418.53","832.22","374.79","250.98","37.23","138.07","195.17","186.30","178.77","106.11","372.91","144.87","142.53","1,664.34","288.12","106.28","93.11","91.50","98.67","95.16","379.11",
"12:59:50","17,020.53","14,745.21","18,342.30","15,110.39","162.15","2,096.17","228.32","598.93","322.83","107.08","130.02","154.13","74.80","50.06","374.34","143.46","243.48","418.51","832.05","374.79","250.98","37.23","138.06","195.19","186.16","178.77","105.81","372.92","144.84","142.53","1,663.91","288.12","106.28","93.11","91.50","98.67","95.16","379.11",
"12:59:55","17,022.10","14,747.09","18,343.53","15,113.13","162.21","2,096.11","228.32","598.81","322.97","107.08","130.04","154.15","74.81","50.06","374.34","143.46","243.48","418.56","832.14","374.85","251.04","37.23","138.04","195.16","186.30","178.79","105.81","372.92","144.91","142.53","1,663.61","288.12","106.40","93.11","91.50","98.74","95.16","379.01",
"13:00:00","17,021.27","14,746.02","18,343.52","15,112.17","162.15","2,096.01","228.32","598.93","323.05","107.08","130.04","154.12","74.82","50.06","374.34","143.46","243.48","418.52","832.08","374.81","251.03","37.24","138.04","195.14","186.14","178.79","105.81","372.93","144.80","142.53","1,663.84","288.12","106.40","93.11","91.50","98.74","95.16","379.01",
"13:00:05","17,019.97","14,745.85","18,342.40","15,114.77","162.15","2,097.41","228.33","598.92","323.13","107.00","130.02","154.10","74.82","50.06","374.34","143.59","243.48","418.49","832.01","374.76","251.11","37.25","137.78","195.23","186.28","178.79","105.79","372.93","144.96","142.51","1,662.88","288.12","106.40","93.11","91.50","98.68","95.16","379.01",
"13:00:10","17,030.04","14,755.09","18,343.22","15,113.53","162.15","2,097.41","228.20","599.19","323.18","107.00","130.01","154.10","74.80","50.06","374.22","143.46","243.48","418.53","832.76","375.25","251.31","37.25","137.80","195.29","186.30","178.79","105.79","372.97","144.95","142.51","1,663.42","288.12","106.40","93.11","91.50","98.70","95.16","379.07",
"13:00:15","17,023.50","14,748.29","18,344.25","15,113.35","162.15","2,097.41","228.19","599.19","323.13","107.01","130.01","154.10","74.80","50.06","374.22","143.46","243.48","418.55","832.23","374.78","251.21","37.24","137.81","195.25","186.01","178.81","106.11","372.97","144.96","142.51","1,663.76","288.09","106.39","93.11","91.50","98.70","95.16","379.08",
"13:00:20","17,031.40","14,756.74","18,341.85","15,113.06","162.15","2,097.45","228.30","599.19","323.19","107.01","129.99","154.07","74.80","50.06","374.22","143.46","243.48","418.05","832.90","375.32","251.34","37.25","138.05","195.17","186.02","178.81","105.81","372.97","144.97","142.52","1,663.14","288.06","106.39","93.11","91.50","98.70","95.16","379.02",
"13:00:25","17,029.81","14,754.68","18,342.06","15,111.51","162.15","2,097.53","228.20","599.19","323.19","107.01","130.02","154.07","74.83","50.06","374.22","143.47","243.48","418.05","832.78","375.27","251.23","37.23","138.04","195.23","186.02","178.81","105.79","372.97","144.97","142.51","1,663.57","288.06","106.27","93.11","91.50","98.70","95.16","379.02",
"13:00:30","17,030.88","14,755.36","18,343.45","15,111.84","162.15","2,097.53","228.30","599.19","323.11","107.09","130.03","154.06","74.84","50.06","374.34","143.46","243.48","418.05","832.82","375.29","251.24","37.23","138.04","195.26","186.02","178.81","105.80","372.98","144.93","142.53","1,663.90","288.06","106.27","93.11","91.50","98.70","95.16","379.02",
"13:00:35","17,031.93","14,757.07","18,340.18","15,110.39","162.15","2,097.07","228.10","599.19","323.13","107.01","130.01","154.04","74.84","50.06","374.34","143.46","243.48","418.04","832.99","375.32","251.42","37.25","138.06","195.27","186.31","178.81","105.80","372.98","144.98","142.53","1,663.30","288.13","106.27","93.11","91.50","98.70","95.16","379.02",
"13:00:40","17,031.09","14,756.06","18,340.57","15,110.19","162.15","2,097.07","228.10","599.19","323.13","107.01","130.01","154.05","74.83","49.95","374.22","143.46","243.48","418.04","832.91","375.28","251.29","37.23","137.80","195.21","186.16","178.83","106.11","372.98","144.97","142.53","1,663.46","288.18","106.27","93.11","91.50","98.70","95.16","379.02",
"13:00:45","17,023.12","14,748.34","18,342.09","15,112.26","162.21","2,097.07","228.29","599.20","323.13","107.01","130.01","154.05","74.83","49.95","374.34","143.44","243.48","417.99","832.26","374.78","251.29","37.23","137.80","195.20","186.29","178.83","106.11","372.95","144.97","142.57","1,663.40","288.18","106.27","93.19","91.50","98.74","95.16","379.05",
"13:00:50","17,024.01","14,749.27","18,341.83","15,112.17","162.21","2,097.07","228.30","598.93","322.98","107.01","130.01","154.05","74.83","49.95","374.52","143.45","243.48","418.00","832.33","374.77","251.26","37.24","138.06","195.19","186.28","178.83","106.11","372.95","144.97","142.62","1,663.35","288.50","106.27","93.14","91.50","98.74","95.16","379.05",
